SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
144,DC:A6:32:33:AA:02,2020-07-10 18:21:54.072805,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
145,DC:A6:32:33:AA:02,2020-07-10 18:21:55.060357,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-59
146,DC:A6:32:33:AA:02,2020-07-10 18:21:56.031594,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-65
147,DC:A6:32:33:AA:02,2020-07-10 18:21:57.071632,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-59
148,DC:A6:32:33:AA:02,2020-07-10 18:21:59.076674,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-65
149,DC:A6:32:33:AA:02,2020-07-10 18:22:00.060397,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
150,DC:A6:32:33:AA:02,2020-07-10 18:22:01.447897,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
151,DC:A6:32:33:AA:02,2020-07-10 18:22:02.391616,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-64
152,DC:A6:32:33:AA:02,2020-07-10 18:22:03.171666,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
153,DC:A6:32:33:AA:02,2020-07-10 18:22:04.002924,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-59
154,DC:A6:32:33:AA:02,2020-07-10 18:22:05.080477,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
155,DC:A6:32:33:AA:02,2020-07-10 18:22:06.407878,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
156,DC:A6:32:33:AA:02,2020-07-10 18:22:07.289121,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
157,DC:A6:32:33:AA:02,2020-07-10 18:22:08.002896,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
158,DC:A6:32:33:AA:02,2020-07-10 18:22:09.295473,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-64
159,DC:A6:32:33:AA:02,2020-07-10 18:22:10.120459,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
160,DC:A6:32:33:AA:02,2020-07-10 18:22:11.102902,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
161,DC:A6:32:33:AA:02,2020-07-10 18:22:13.107928,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-64
162,DC:A6:32:33:AA:02,2020-07-10 18:22:14.451482,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-64
163,DC:A6:32:33:AA:02,2020-07-10 18:22:15.341906,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-64
164,DC:A6:32:33:AA:02,2020-07-10 18:22:16.178083,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-65
165,DC:A6:32:33:AA:02,2020-07-10 18:22:17.041846,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-59
166,DC:A6:32:33:AA:02,2020-07-10 18:22:18.843127,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
167,DC:A6:32:33:AA:02,2020-07-10 18:22:19.064879,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
168,DC:A6:32:33:AA:02,2020-07-10 18:22:20.443195,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-65
169,DC:A6:32:33:AA:02,2020-07-10 18:22:21.241869,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-65
170,DC:A6:32:33:AA:02,2020-07-10 18:22:22.473128,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
171,DC:A6:32:33:AA:02,2020-07-10 18:22:23.585589,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-65
172,DC:A6:32:33:AA:02,2020-07-10 18:22:24.300584,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-57
173,DC:A6:32:33:AA:02,2020-07-10 18:22:25.313780,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
174,DC:A6:32:33:AA:02,2020-07-10 18:22:26.798248,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-64
175,DC:A6:32:33:AA:02,2020-07-10 18:22:27.054965,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
176,DC:A6:32:33:AA:02,2020-07-10 18:22:29.059505,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
177,DC:A6:32:33:AA:02,2020-07-10 18:22:31.064508,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-65
178,DC:A6:32:33:AA:02,2020-07-10 18:22:33.069573,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-59
179,DC:A6:32:33:AA:02,2020-07-10 18:22:34.139502,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-65
180,DC:A6:32:33:AA:02,2020-07-10 18:22:35.228200,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-64
181,DC:A6:32:33:AA:02,2020-07-10 18:22:36.043210,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-56
